book_id,book_name,shelf_id,shelf_name,page_id,page_name
OHARA-APL,OHARA - APL,glass,GLASS - glasses,S-APL1,S-APL1
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH10,BAH10
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH11,BAH11
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH13,BAH13
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH22,BAH22
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH26,BAH26
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH27,BAH27
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH28,BAH28
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH30,BAH30
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH32,BAH32
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH54,BAH54
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH71,BAH71
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH77,BAH77
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,BAH78,BAH78
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH10,S-BAH10
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH11,S-BAH11
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH27,S-BAH27
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH28,S-BAH28
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH32,S-BAH32
OHARA-BAH,"OHARA - BAH (Barium, high-index)",glass,GLASS - glasses,S-BAH54,S-BAH54
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL2,BAL2
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL3,BAL3
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL5,BAL5
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL7,BAL7
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL11,BAL11
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL12,BAL12
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL14,BAL14
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL15,BAL15
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL15Y,BAL15Y
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL22,BAL22
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL35,BAL35
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL35Y,BAL35Y
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL41,BAL41
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL42,BAL42
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,BAL50,BAL50
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,L-BAL35,L-BAL35
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,L-BAL35P,L-BAL35P
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,L-BAL42,L-BAL42
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,L-BAL42P,L-BAL42P
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,L-BAL43,L-BAL43
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL2,S-BAL2
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL3,S-BAL3
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL11,S-BAL11
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL12,S-BAL12
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL14,S-BAL14
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL22,S-BAL22
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL35,S-BAL35
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL41,S-BAL41
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL42,S-BAL42
OHARA-BAL,"OHARA - BAL (Barium, low-index)",glass,GLASS - glasses,S-BAL50,S-BAL50
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM3,BAM3
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM4,BAM4
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM5,BAM5
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM8,BAM8
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM9,BAM9
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM12,BAM12
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM21,BAM21
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM23,BAM23
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,BAM25,BAM25
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,S-BAM3,S-BAM3
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,S-BAM4,S-BAM4
OHARA-BAM,"OHARA - BAM (Barium, medium-index)",glass,GLASS - glasses,S-BAM12,S-BAM12
OHARA-BBH,"OHARA - BBH  (Barium borate, high-index)",glass,GLASS - glasses,L-BBH1,L-BBH1
OHARA-BBH,"OHARA - BBH  (Barium borate, high-index)",glass,GLASS - glasses,L-BBH2,L-BBH2
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH5,BPH5
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH8,BPH8
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH35,BPH35
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH40,BPH40
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH45,BPH45
OHARA-BPH,"OHARA - BPH (Borophosphate, high-index)",glass,GLASS - glasses,BPH50,BPH50
OHARA-BPM,"OHARA - BPM (Borophosphate, medium-index)",glass,GLASS - glasses,BPM4,BPM4
OHARA-BPM,"OHARA - BPM (Borophosphate, medium-index)",glass,GLASS - glasses,BPM51,BPM51
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL1,BSL1
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL3,BSL3
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL7,BSL7
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL7Y,BSL7Y
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL21,BSL21
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,BSL22,BSL22
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,L-BSL7,L-BSL7
OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",glass,GLASS - glasses,S-BSL7,S-BSL7
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM2,BSM2
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM4,BSM4
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM6,BSM6
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM7,BSM7
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM9,BSM9
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM10,BSM10
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM14,BSM14
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM15,BSM15
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM16,BSM16
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM16C,BSM16C
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM18,BSM18
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM21,BSM21
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM22,BSM22
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM23,BSM23
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM24,BSM24
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM25,BSM25
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM36,BSM36
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM28,BSM28
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM51Y,BSM51Y
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM71,BSM71
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM81,BSM81
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,BSM93,BSM93
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM2,S-BSM2
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM4,S-BSM4
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM9,S-BSM9
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM10,S-BSM10
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM14,S-BSM14
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM15,S-BSM15
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM16,S-BSM16
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM18,S-BSM18
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM21,S-BSM21
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM22,S-BSM22
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM25,S-BSM25
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM28,S-BSM28
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM36,S-BSM36
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM71,S-BSM71
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM81,S-BSM81
OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",glass,GLASS - glasses,S-BSM93,S-BSM93
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,FPL51,FPL51
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,FPL52,FPL52
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,FPL53,FPL53
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,S-FPL51,S-FPL51
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,S-FPL51Y,S-FPL51Y
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,S-FPL52,S-FPL52
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,S-FPL53,S-FPL53
OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",glass,GLASS - glasses,S-FPL55,S-FPL55
OHARA-FPM,"OHARA - FPM (Fluorophosphate, medium-index)",glass,GLASS - glasses,S-FPM2,S-FPM2
OHARA-FPM,"OHARA - FPM (Fluorophosphate, medium-index)",glass,GLASS - glasses,S-FPM3,S-FPM3
OHARA-FSL,"OHARA - FSL (Fluorosilicate, low-index)",glass,GLASS - glasses,FSL3,FSL3
OHARA-FSL,"OHARA - FSL (Fluorosilicate, low-index)",glass,GLASS - glasses,FSL5,FSL5
OHARA-FSL,"OHARA - FSL (Fluorosilicate, low-index)",glass,GLASS - glasses,S-FSL5,S-FSL5
OHARA-FSL,"OHARA - FSL (Fluorosilicate, low-index)",glass,GLASS - glasses,S-FSL5Y,S-FSL5Y
OHARA-FTL,OHARA - FTL,glass,GLASS - glasses,FTL8,FTL8
OHARA-FTL,OHARA - FTL,glass,GLASS - glasses,FTL10,FTL10
OHARA-FTL,OHARA - FTL,glass,GLASS - glasses,S-FTL10,S-FTL10
OHARA-FTM,OHARA - FTM,glass,GLASS - glasses,FTM8,FTM8
OHARA-FTM,OHARA - FTM,glass,GLASS - glasses,FTM16,FTM16
OHARA-FTM,OHARA - FTM,glass,GLASS - glasses,S-FTM16,S-FTM16
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH51,LAH51
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH52,LAH52
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH53,LAH53
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH54,LAH54
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH55,LAH55
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH58,LAH58
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH59,LAH59
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH60,LAH60
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH63,LAH63
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH64,LAH64
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH65,LAH65
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH66,LAH66
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH67,LAH67
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH71,LAH71
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH75,LAH75
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH78,LAH78
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,LAH80,LAH80
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH53,L-LAH53
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH81,L-LAH81
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH83,L-LAH83
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH84,L-LAH84
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH84P,L-LAH84P
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH85,L-LAH85
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH85V,L-LAH85V
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH86,L-LAH86
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH87,L-LAH87
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH90,L-LAH90
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH91,L-LAH91
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,L-LAH94,L-LAH94
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH51,S-LAH51
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH52,S-LAH52
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH52Q,S-LAH52Q
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH53,S-LAH53
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH53V,S-LAH53V
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH54,S-LAH54
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH55,S-LAH55
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH55V,S-LAH55V
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH55VS,S-LAH55VS
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH58,S-LAH58
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH59,S-LAH59
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH60,S-LAH60
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH60V,S-LAH60V
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH63,S-LAH63
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH63Q,S-LAH63Q
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH64,S-LAH64
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH65,S-LAH65
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH65V,S-LAH65V
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH65VS,S-LAH65VS
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH66,S-LAH66
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH67,S-LAH67
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH71,S-LAH71
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH75,S-LAH75
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH79,S-LAH79
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH88,S-LAH88
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH89,S-LAH89
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH92,S-LAH92
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH93,S-LAH93
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH95,S-LAH95
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH96,S-LAH96
OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",glass,GLASS - glasses,S-LAH97,S-LAH97
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL7,LAL7
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL8,LAL8
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL9,LAL9
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL10,LAL10
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL11,LAL11
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL12,LAL12
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL13,LAL13
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL14,LAL14
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL18,LAL18
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL52,LAL52
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL54,LAL54
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL56,LAL56
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL58,LAL58
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL59,LAL59
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL60,LAL60
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,LAL61,LAL61
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,L-LAL12,L-LAL12
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,L-LAL13,L-LAL13
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,L-LAL15,L-LAL15
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL7,S-LAL7
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL8,S-LAL8
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL9,S-LAL9
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL10,S-LAL10
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL11,S-LAL11
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL12,S-LAL12
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL13,S-LAL13
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL14,S-LAL14
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL18,S-LAL18
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL19,S-LAL19
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL20,S-LAL20
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL52,S-LAL52
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL54,S-LAL54
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL54Q,S-LAL54Q
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL56,S-LAL56
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL58,S-LAL58
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL59,S-LAL59
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL60,S-LAL60
OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",glass,GLASS - glasses,S-LAL61,S-LAL61
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM2,LAM2
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM3,LAM3
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM7,LAM7
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM51,LAM51
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM52,LAM52
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM54,LAM54
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM55,LAM55
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM58,LAM58
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM59,LAM59
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM60,LAM60
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM61,LAM61
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,LAM66,LAM66
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,L-LAM60,L-LAM60
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,L-LAM69,L-LAM69
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,L-LAM72,L-LAM72
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,S-LAM2,S-LAM2
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,S-LAM3,S-LAM3
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,S-LAM7,S-LAM7
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,S-LAM51,S-LAM51
OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",glass,GLASS - glasses,S-LAM52,S-LAM52
