book_id,book_name,shelf_id,shelf_name,page_id,page_name
soda-lime,Soda lime glass,glass,GLASS - glasses,Vogt-5ppm,"Vogt et al. 2016: 5 ppm Fe2O3; n,k 0.30–1.69 µm"
soda-lime,Soda lime glass,glass,GLASS - glasses,Vogt-10ppm,"Vogt et al. 2016: 10 ppm Fe2O3; n,k 0.25–1.7 µm"
soda-lime,Soda lime glass,glass,GLASS - glasses,Vogt-703ppm,"Vogt et al. 2016: 703 ppm Fe2O3; n,k 0.30–1.69 µm"
BGG,BGG (barium gallogermanate) glass,glass,GLASS - glasses,Zelmon,Zelmon et al. 2002: n 0.4–5.0 µm
ZBLAN,ZBLAN fluoride glass,glass,GLASS - glasses,Gan,Gan 1995: n 0.365–3.50 µm
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,ZERODUR,ZERODUR®
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,B270,B 270® Superwite
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,AF32ECO,AF 32® eco Thin Glass
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,D263TECO,D 263® T eco Thin Glass
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,BOROFLOAT33,BOROFLOAT® 33
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,DURAN,DURAN®
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,LITHOSIL-Q,LITHOSIL-Q (obsolete)
SCHOTT-multipurpose,SCHOTT - multiple purpose,glass,GLASS - glasses,LITHOTEC-CAF2,LITHOTEC-CAF2 (obsolete)
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NIFS-A,NIFS-A
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NIFS-S,NIFS-S
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NIFS-U,NIFS-U
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NIFS-V,NIFS-V
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NICF-A,NICF-A
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NICF-U,NICF-U
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,NICF-V,NICF-V
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,4786,4786
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,5165,5165
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,5742,5742
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,5859,5859
HIKARI-multipurpose,HIKARI - multiple purpose,glass,GLASS - glasses,7054,7054
NSG-multipurpose,NSG - multiple purpose,glass,GLASS - glasses,Pilkington-Optiwhite,Pilkington Optiwhite™ (Low iron glass)
CORNING-display,CORNING - display,glass,GLASS - glasses,EagleXG,EAGLE XG®
BARBERINI-crown,BARBERINI - Normal Crown,glass,GLASS - glasses,D0290,D0290: HC-Weiss 0290
BARBERINI-crown,BARBERINI - Normal Crown,glass,GLASS - glasses,D0391,D0391: UV-W 76
BARBERINI-crown,BARBERINI - Normal Crown,glass,GLASS - glasses,D0891,D0891: UV-W 0981
BARBERINI-high-index,BARBERINI - High Index,glass,GLASS - glasses,D0082,D0082: LaSF 1.9/30
BARBERINI-high-index,BARBERINI - High Index,glass,GLASS - glasses,D0785,D0785: LaSF 1.8/35
BARBERINI-high-index,BARBERINI - High Index,glass,GLASS - glasses,D0888,D0888: BaSF 64
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D0587,D0587: V 512
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D0687,D0687: V 513
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D1125,D1125: HC-Photosolar grau
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D1426-D1526,D1426: Photosolar Supergrey; D1526: Photosolar B Supergrey
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D6625,D6625: HC-Photosolar dunkelbraun
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D6526-D6626,D6526: Photosolar Superbrown D6626: Photosolar B Superbrown
BARBERINI-photochromic,BARBERINI - Photochromic,glass,GLASS - glasses,D6726-D6826,D6726: Photosolar Super; D6826: Photosolar B Super
BARBERINI-moulds,BARBERINI - Moulds,glass,GLASS - glasses,D0991,D0991: CH-W 0991 (S-3)
BARBERINI-moulds,BARBERINI - Moulds,glass,GLASS - glasses,D0191,D0191: CH-5555
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1214,D1214: Grau 1214
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1219,D1219: S 4994
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1230,D1230: Neophan Gold 1230
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1420_1,D1420 1: S 4020
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1511,D1511: Grau 1511
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1520,D1520: Driver Grey
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D1616,D1616: Grau 1616
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D4150,D4150: ACE Improved
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D5336_1,D5336 1: S 3036
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D6117,D6117: UV 415 BROWN
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D6420,D6420: CH - Braun 6420
BARBERINI-sun-protection,BARBERINI - Sun Protection,glass,GLASS - glasses,D9148,D9148: Rosalite 9148 UV
AMTIR,Amorphous Materials - AMTIR ,glass,GLASS - glasses,AMTIR-1,AMTIR-1
AMTIR,Amorphous Materials - AMTIR ,glass,GLASS - glasses,AMTIR-2,AMTIR-2
AMTIR,Amorphous Materials - AMTIR ,glass,GLASS - glasses,AMTIR-3,AMTIR-3 (out of production)
AMTIR,Amorphous Materials - AMTIR ,glass,GLASS - glasses,AMTIR-6,AMTIR-6
VITRON-IG,VITRON - IG,glass,GLASS - glasses,IG2,IG 2
VITRON-IG,VITRON - IG,glass,GLASS - glasses,IG3,IG 3
VITRON-IG,VITRON - IG,glass,GLASS - glasses,IG4,IG 4
VITRON-IG,VITRON - IG,glass,GLASS - glasses,IG5,IG 5
VITRON-IG,VITRON - IG,glass,GLASS - glasses,IG6,IG 6
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG22,IRG 22
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG23,IRG 23
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG24,IRG 24
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG25,IRG 25
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG26,IRG 26
SCHOTT-IRG,SCHOTT - IRG,glass,GLASS - glasses,IRG27,IRG 27
LightPath-BD,LightPath - BD,glass,GLASS - glasses,BD-2,BD-2
LightPath-BD,LightPath - BD,glass,GLASS - glasses,BDNL4,BDNL4
LightPath-BD,LightPath - BD,glass,GLASS - glasses,BD6,BD6
ISUZU-IHU,ISUZU - IHU (UV transmitting filter),glass,GLASS - glasses,IHU250H,IHU250H
ISUZU-IHU,ISUZU - IHU (UV transmitting filter),glass,GLASS - glasses,IHU290,IHU290
ISUZU-IHU,ISUZU - IHU (UV transmitting filter),glass,GLASS - glasses,IHU310,IHU310
ISUZU-IHU,ISUZU - IHU (UV transmitting filter),glass,GLASS - glasses,IHU340,IHU340
ISUZU-IHU,ISUZU - IHU (UV transmitting filter),glass,GLASS - glasses,IHU350,IHU350
ISUZU-ITY,ISUZU - ITY (UV sharp cut filter),glass,GLASS - glasses,ITY385,ITY385
ISUZU-ITY,ISUZU - ITY (UV sharp cut filter),glass,GLASS - glasses,ITY418,ITY418
ISUZU-ITY,ISUZU - ITY (UV sharp cut filter),glass,GLASS - glasses,ITY425,ITY425
ISUZU-ITY,ISUZU - ITY (UV sharp cut filter),glass,GLASS - glasses,ITY430,ITY430
ISUZU-IUV,"ISUZU - IUV (UV transmitting, Visible absorbing filter)",glass,GLASS - glasses,IUV340,IUV340
ISUZU-IUV,"ISUZU - IUV (UV transmitting, Visible absorbing filter)",glass,GLASS - glasses,IUV355,IUV355
ISUZU-IUV,"ISUZU - IUV (UV transmitting, Visible absorbing filter)",glass,GLASS - glasses,IUV360,IUV360
ISUZU-IUV,"ISUZU - IUV (UV transmitting, Visible absorbing filter)",glass,GLASS - glasses,IUV365,IUV365
ISUZU-IUV,"ISUZU - IUV (UV transmitting, Visible absorbing filter)",glass,GLASS - glasses,IUV380W,IUV380W0
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK150,ISK150
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK153,ISK153
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK157,ISK157
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK167,ISK167
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK171,ISK171
ISUZU-ISK,ISUZU - ISK (Heat absorbing filter),glass,GLASS - glasses,ISK370,ISK370
ISUZU-IEC,ISUZU - IEC (Blue filter for color compensation),glass,GLASS - glasses,IEC501,IEC501
ISUZU-IEC,ISUZU - IEC (Blue filter for color compensation),glass,GLASS - glasses,IEC508,IEC508
ISUZU-IEC,ISUZU - IEC (Blue filter for color compensation),glass,GLASS - glasses,IEC518,IEC518
ISUZU-IEC,ISUZU - IEC (Blue filter for color compensation),glass,GLASS - glasses,IEC578,IEC578
ISUZU-IEB-IVB,"ISUZU - IEB, IVB (Blue filter)",glass,GLASS - glasses,IEB400,IEB400
ISUZU-IEB-IVB,"ISUZU - IEB, IVB (Blue filter)",glass,GLASS - glasses,IEB470,IEB470
ISUZU-IEB-IVB,"ISUZU - IEB, IVB (Blue filter)",glass,GLASS - glasses,IVB490,IVB490
ISUZU-IVG,ISUZU - IVG (Green filter),glass,GLASS - glasses,IVG530,IVG530
ISUZU-IVG,ISUZU - IVG (Green filter),glass,GLASS - glasses,IVG540,IVG540
ISUZU-IVG,ISUZU - IVG (Green filter),glass,GLASS - glasses,IVG550,IVG550
ISUZU-ILA-ILB,"ISUZU - ILA, ILB (Light balancing filter)",glass,GLASS - glasses,ILA400,ILA400
ISUZU-ILA-ILB,"ISUZU - ILA, ILB (Light balancing filter)",glass,GLASS - glasses,ILB90,ILB90
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,K7,K7
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,K10,K10
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,N-K5,N-K5
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,K5G20,K5G20
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,N-ZK7,N-ZK7
SCHOTT-K,SCHOTT - K (Crown),glass,GLASS - glasses,N-ZK7A,N-ZK7A
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK2,N-SK2
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK2HT,N-SK2HT
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK4,N-SK4
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK5,N-SK5
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK10,N-SK10
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK11,N-SK11
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK14,N-SK14
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK15,N-SK15
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,N-SK16,N-SK16
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,P-SK57,P-SK57
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,P-SK57Q1,P-SK57Q1
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,P-SK58A,P-SK58A
SCHOTT-SK,SCHOTT - SK (Dense crown),glass,GLASS - glasses,P-SK60,P-SK60
SCHOTT-SSK,SCHOTT - SSK (Very dense crown),glass,GLASS - glasses,N-SSK2,N-SSK2
SCHOTT-SSK,SCHOTT - SSK (Very dense crown),glass,GLASS - glasses,N-SSK5,N-SSK5
SCHOTT-SSK,SCHOTT - SSK (Very dense crown),glass,GLASS - glasses,N-SSK8,N-SSK8
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,BK7G18,BK7G18
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,N-BK7,SCHOTT N-BK7®
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,N-BK7HT,N-BK7HT
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,N-BK7HTi,N-BK7HTi
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,N-BK10,N-BK10
SCHOTT-BK,SCHOTT - BK (Borosilicate crown),glass,GLASS - glasses,P-BK7,P-BK7
SCHOTT-BaK,SCHOTT - BaK (Barium crown),glass,GLASS - glasses,N-BAK1,N-BAK1
SCHOTT-BaK,SCHOTT - BaK (Barium crown),glass,GLASS - glasses,N-BAK2,N-BAK2
SCHOTT-BaK,SCHOTT - BaK (Barium crown),glass,GLASS - glasses,N-BAK4,N-BAK4
SCHOTT-BaK,SCHOTT - BaK (Barium crown),glass,GLASS - glasses,N-BAK4HT,N-BAK4HT
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,FK3,FK3
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,FK5HTi,FK5HTi
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,N-FK5,N-FK5
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,N-FK51,N-FK51
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,N-FK51A,N-FK51A
SCHOTT-FK,SCHOTT - FK (Fluor crown),glass,GLASS - glasses,N-FK58,N-FK58
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,LAK9G15,LAK9G15
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,LAKL12,LAKL12
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK7,N-LAK7
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK8,N-LAK8
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK9,N-LAK9
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK10,N-LAK10
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK12,N-LAK12
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK14,N-LAK14
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK21,N-LAK21
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK22,N-LAK22
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK33A,N-LAK33A
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK33B,N-LAK33B
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,N-LAK34,N-LAK34
SCHOTT-LaK,SCHOTT - LaK (Lanthanum crown),glass,GLASS - glasses,P-LAK35,P-LAK35
SCHOTT-PK,SCHOTT - PK (Phosphate crown),glass,GLASS - glasses,N-PK51,N-PK51
SCHOTT-PK,SCHOTT - PK (Phosphate crown),glass,GLASS - glasses,N-PK52A,N-PK52A
SCHOTT-PK,SCHOTT - PK (Phosphate crown),glass,GLASS - glasses,P-PK53,P-PK53
SCHOTT-PSK,SCHOTT - PSK (Dense phosphate crown),glass,GLASS - glasses,N-PSK3,N-PSK3
SCHOTT-PSK,SCHOTT - PSK (Dense phosphate crown),glass,GLASS - glasses,N-PSK53,N-PSK53
SCHOTT-PSK,SCHOTT - PSK (Dense phosphate crown),glass,GLASS - glasses,N-PSK53A,N-PSK53A
SCHOTT-F,SCHOTT - F (Flint),glass,GLASS - glasses,F2,F2
SCHOTT-F,SCHOTT - F (Flint),glass,GLASS - glasses,F2G12,F2G12
SCHOTT-F,SCHOTT - F (Flint),glass,GLASS - glasses,F2HT,F2HT
SCHOTT-F,SCHOTT - F (Flint),glass,GLASS - glasses,F5,F5
SCHOTT-F,SCHOTT - F (Flint),glass,GLASS - glasses,N-F2,N-F2
SCHOTT-LF,SCHOTT - LF (Light flint),glass,GLASS - glasses,LF5,LF5
SCHOTT-LF,SCHOTT - LF (Light flint),glass,GLASS - glasses,LF5G15,LF5G15
SCHOTT-LF,SCHOTT - LF (Light flint),glass,GLASS - glasses,LF5G19,LF5G19
SCHOTT-LF,SCHOTT - LF (Light flint),glass,GLASS - glasses,LF5HTi,LF5HTi
SCHOTT-LLF,SCHOTT - LLF (Very light flint),glass,GLASS - glasses,LLF1,LLF1
SCHOTT-LLF,SCHOTT - LLF (Very light flint),glass,GLASS - glasses,LLF1HTi,LLF1HTi
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF1,SF1
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF2,SF2
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF4,SF4
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF5,SF5
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF6,SF6
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF6G05,SF6G05
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SFL6,SFL6
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF10,SF10
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF11,SF11
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF14,SF14
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF15,SF15
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF56A,SF56A
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF57,SF57
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SFL57,SFL57
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF66,SF66
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,SF57HTultra,SF57HTultra
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF1,N-SF1
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF2,N-SF2
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF4,N-SF4
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF5,N-SF5
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF6,N-SF6
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF6HT,N-SF6HT
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF6HTultra,N-SF6HTultra
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF8,N-SF8
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF10,N-SF10
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF11,N-SF11
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF14,N-SF14
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF15,N-SF15
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF19,N-SF19
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF56,N-SF56
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF57,N-SF57
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF57HT,N-SF57HT
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF57HTultra,N-SF57HTultra
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF64,N-SF64
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,N-SF66,N-SF66
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,P-SF8,P-SF8
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,P-SF67,P-SF67
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,P-SF68,P-SF68
SCHOTT-SF,SCHOTT - SF (Dense flint),glass,GLASS - glasses,P-SF69,P-SF69
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,KZFS12,KZFS12
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS2,N-KZFS2
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS4,N-KZFS4
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS4HT,N-KZFS4HT
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,KZFSN4,KZFSN4
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS5,N-KZFS5
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS8,N-KZFS8
SCHOTT-KzFS,SCHOTT - KzFS (Special short flint),glass,GLASS - glasses,N-KZFS11,N-KZFS11
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,BAFN6,BAFN6
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,N-BAF3,N-BAF3
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,N-BAF4,N-BAF4
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,N-BAF10,N-BAF10
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,N-BAF51,N-BAF51
SCHOTT-BaF,SCHOTT - BaF (Barium flint),glass,GLASS - glasses,N-BAF52,N-BAF52
SCHOTT-BaLF,SCHOTT - BaLF (Barium light flint),glass,GLASS - glasses,N-BALF4,N-BALF4
SCHOTT-BaLF,SCHOTT - BaLF (Barium light flint),glass,GLASS - glasses,N-BALF5,N-BALF5
SCHOTT-BaSF,SCHOTT - BaSF (Barium dense flint),glass,GLASS - glasses,N-BASF2,N-BASF2
SCHOTT-BaSF,SCHOTT - BaSF (Barium dense flint),glass,GLASS - glasses,N-BASF64,N-BASF64
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,LAFN7,LAFN7
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF2,N-LAF2
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF3,N-LAF3
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF7,N-LAF7
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF21,N-LAF21
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF32,N-LAF32
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF33,N-LAF33
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF34,N-LAF34
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF35,N-LAF35
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,N-LAF36,N-LAF36
SCHOTT-LaF,SCHOTT - LaF (Lanthanum flint),glass,GLASS - glasses,P-LAF37,P-LAF37
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF9HT,N-LASF9HT
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,LASFN9,LASFN9
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,LASF35,LASF35
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF9,N-LASF9
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF31,N-LASF31
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF31A,N-LASF31A
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF40,N-LASF40
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF41,N-LASF41
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF43,N-LASF43
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF44,N-LASF44
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF45,N-LASF45
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF45HT,N-LASF45HT
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF46,N-LASF46
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF46A,N-LASF46A
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,N-LASF46B,N-LASF46B
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,P-LASF47,P-LASF47
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,P-LASF50,P-LASF50
SCHOTT-LaSF,SCHOTT - LaSF (Lanthanum dense flint),glass,GLASS - glasses,P-LASF51,P-LASF51
SCHOTT-KF,SCHOTT - KF (Crownflint),glass,GLASS - glasses,N-KF9,N-KF9
SCHOTT-obsolete,SCHOTT - Obsolete glasses,glass,GLASS - glasses,LF7,LF7
OHARA-APL,OHARA - APL,glass,GLASS - glasses,APL1,APL1
OHARA-APL,OHARA - APL,glass,GLASS - glasses,S-APL,S-APL
